Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Tenure Group,Income Group
55,No,Non-Travel,Research & Development,2,Medical,1,1074,Male,4,Manager,1,Single,16756,7,No,15,3,2,31,4,9,7,6,2,Elder,6-10 Years,High
43,No,Travel_Rarely,Sales,25,Medical,1,1076,Male,3,Sales Executive,4,Divorced,10798,5,No,13,3,3,18,3,1,0,0,0,Adult,0-2 Years,High
20,Yes,Travel_Frequently,Sales,9,Marketing,1,1077,Female,1,Sales Representative,4,Single,2323,1,Yes,14,3,2,2,3,2,2,0,2,Young Adult,0-2 Years,Low
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,1,1079,Female,1,Laboratory Technician,1,Single,1416,1,No,13,3,1,1,2,1,0,1,0,Young Adult,0-2 Years,Low
46,No,Travel_Rarely,Research & Development,8,Life Sciences,1,1080,Female,2,Research Scientist,1,Divorced,4615,8,Yes,23,4,1,19,3,16,13,1,7,Elder,10+ Years,Low
51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,1081,Male,1,Research Scientist,3,Married,2461,9,Yes,12,3,3,18,4,10,0,2,7,Elder,6-10 Years,Low
28,Yes,Non-Travel,Research & Development,24,Technical Degree,1,1082,Male,3,Healthcare Representative,1,Single,8722,1,No,12,3,1,10,2,10,7,1,9,Adult,6-10 Years,Medium
26,No,Travel_Rarely,Research & Development,1,Medical,1,1083,Male,1,Laboratory Technician,1,Married,3955,1,No,16,3,1,6,3,5,3,1,3,Adult,3-5 Years,Low
30,No,Travel_Rarely,Research & Development,20,Other,1,1084,Male,2,Manufacturing Director,1,Married,9957,0,No,15,3,3,7,2,6,2,0,2,Adult,6-10 Years,Medium
41,No,Travel_Rarely,Research & Development,7,Technical Degree,1,1085,Female,1,Research Scientist,3,Married,3376,1,No,13,3,3,10,3,10,6,0,8,Adult,6-10 Years,Low
38,No,Travel_Rarely,Research & Development,17,Life Sciences,1,1088,Female,3,Healthcare Representative,3,Married,8823,0,No,18,3,1,20,2,19,9,1,9,Adult,10+ Years,Medium
40,No,Travel_Rarely,Research & Development,20,Technical Degree,1,1092,Male,3,Healthcare Representative,4,Married,10322,4,No,20,4,4,14,3,11,10,11,1,Adult,10+ Years,High
27,No,Non-Travel,Research & Development,8,Life Sciences,1,1094,Male,1,Laboratory Technician,3,Married,4621,1,No,19,3,4,3,3,3,2,1,2,Adult,3-5 Years,Low
55,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1096,Male,3,Manufacturing Director,2,Married,10976,3,No,18,3,2,23,3,3,2,1,2,Elder,3-5 Years,High
28,No,Travel_Rarely,Research & Development,10,Other,1,1097,Female,2,Research Scientist,3,Single,3660,3,No,13,3,4,10,4,8,7,1,7,Adult,6-10 Years,Low
44,Yes,Travel_Rarely,Human Resources,1,Medical,1,1098,Male,3,Human Resources,1,Married,10482,9,No,14,3,4,24,3,20,6,3,6,Adult,10+ Years,High
33,No,Travel_Rarely,Research & Development,5,Life Sciences,1,1099,Male,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,3,9,3,3,2,1,2,Adult,3-5 Years,Medium
35,Yes,Travel_Rarely,Sales,4,Technical Degree,1,1100,Male,3,Sales Executive,1,Single,9582,0,Yes,22,4,1,9,3,8,7,4,7,Adult,6-10 Years,Medium
33,Yes,Travel_Frequently,Research & Development,29,Medical,1,1101,Female,2,Research Scientist,3,Single,4508,1,No,22,4,2,14,3,13,7,3,8,Adult,10+ Years,Low
28,No,Travel_Rarely,Research & Development,15,Life Sciences,1,1102,Male,1,Laboratory Technician,3,Divorced,2207,1,No,16,3,4,4,2,4,2,2,2,Adult,3-5 Years,Low
34,No,Travel_Frequently,Research & Development,3,Life Sciences,1,1103,Male,2,Healthcare Representative,4,Single,7756,0,No,17,3,3,7,2,6,2,0,4,Adult,6-10 Years,Medium
37,No,Travel_Rarely,Sales,10,Life Sciences,1,1105,Female,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,8,3,1,0,0,0,Adult,0-2 Years,Medium
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,1106,Male,1,Laboratory Technician,4,Married,3691,1,Yes,15,3,2,7,4,7,7,5,6,Adult,6-10 Years,Low
26,Yes,Travel_Rarely,Research & Development,21,Medical,1,1107,Male,1,Laboratory Technician,3,Divorced,2377,1,No,20,4,3,1,2,1,1,0,0,Adult,0-2 Years,Low
33,Yes,Travel_Rarely,Research & Development,25,Medical,1,1108,Male,1,Research Scientist,2,Single,2313,4,Yes,20,4,2,5,3,2,2,2,2,Adult,0-2 Years,Low
42,No,Travel_Rarely,Research & Development,2,Medical,1,1109,Male,4,Manager,1,Married,17665,0,No,17,3,4,23,3,22,6,13,7,Adult,10+ Years,High
28,Yes,Travel_Frequently,Research & Development,1,Medical,1,1111,Male,1,Laboratory Technician,2,Divorced,2596,1,No,15,3,1,1,3,1,0,0,0,Adult,0-2 Years,Low
50,Yes,Travel_Frequently,Sales,1,Other,1,1113,Male,2,Sales Executive,3,Single,4728,3,Yes,14,3,4,5,3,0,0,0,0,Elder,0-2 Years,Low
33,No,Travel_Frequently,Sales,7,Life Sciences,1,1114,Female,2,Sales Executive,2,Married,4302,0,No,17,3,3,4,3,3,2,0,2,Adult,3-5 Years,Low
34,No,Non-Travel,Research & Development,3,Life Sciences,1,1115,Male,1,Research Scientist,4,Married,2979,3,No,17,3,4,6,3,0,0,0,0,Adult,0-2 Years,Low
48,No,Non-Travel,Research & Development,1,Medical,1,1116,Male,4,Manager,4,Single,16885,2,No,22,4,3,27,2,5,4,2,1,Elder,3-5 Years,High
45,No,Non-Travel,Sales,9,Life Sciences,1,1117,Female,2,Sales Executive,3,Married,5593,1,No,13,3,4,15,3,15,10,4,12,Elder,10+ Years,Medium
52,No,Travel_Rarely,Research & Development,7,Life Sciences,1,1118,Male,3,Healthcare Representative,2,Single,10445,7,No,19,3,4,18,3,8,6,4,0,Elder,6-10 Years,High
38,No,Travel_Rarely,Sales,10,Marketing,1,1119,Male,3,Sales Executive,3,Divorced,8740,0,Yes,14,3,2,9,3,8,7,2,7,Adult,6-10 Years,Medium
29,No,Travel_Rarely,Research & Development,28,Life Sciences,1,1120,Female,1,Research Scientist,4,Divorced,2514,4,No,22,4,1,11,3,7,5,1,7,Adult,6-10 Years,Low
28,No,Travel_Rarely,Research & Development,3,Medical,1,1121,Female,3,Manufacturing Director,2,Divorced,7655,0,No,17,3,2,10,2,9,7,1,7,Adult,6-10 Years,Medium
46,No,Travel_Rarely,Sales,3,Marketing,1,1124,Male,4,Manager,3,Married,17465,3,No,12,3,4,23,3,12,9,4,9,Elder,10+ Years,High
38,No,Travel_Rarely,Sales,2,Marketing,1,1125,Male,3,Sales Executive,2,Single,7351,7,No,16,3,3,10,3,1,0,0,0,Adult,0-2 Years,Medium
43,No,Travel_Frequently,Research & Development,27,Life Sciences,1,1126,Female,3,Manufacturing Director,1,Married,10820,8,No,11,3,3,18,3,8,7,0,1,Adult,6-10 Years,High
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,1127,Male,4,Healthcare Representative,4,Divorced,12169,7,No,11,3,4,21,3,18,7,11,5,Adult,10+ Years,High
40,No,Travel_Rarely,Research & Development,14,Medical,1,1128,Male,5,Research Director,3,Single,19626,1,No,14,3,1,21,4,20,7,4,9,Adult,10+ Years,High
21,No,Travel_Rarely,Research & Development,1,Technical Degree,1,1131,Female,1,Research Scientist,2,Single,2070,1,Yes,11,3,3,2,4,2,2,2,2,Young Adult,0-2 Years,Low
39,No,Non-Travel,Research & Development,9,Life Sciences,1,1132,Male,2,Laboratory Technician,2,Single,6782,9,No,15,3,3,9,2,5,4,0,3,Adult,3-5 Years,Medium
36,No,Non-Travel,Research & Development,18,Life Sciences,1,1133,Male,2,Manufacturing Director,4,Single,7779,2,No,20,4,1,18,3,11,9,0,9,Adult,10+ Years,Medium
31,No,Travel_Frequently,Sales,20,Life Sciences,1,1135,Male,1,Sales Representative,4,Married,2791,0,No,12,3,1,3,3,2,2,2,2,Adult,0-2 Years,Low
28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1136,Male,1,Research Scientist,2,Married,3201,0,No,17,3,1,6,1,5,3,0,4,Adult,3-5 Years,Low
35,No,Travel_Frequently,Sales,11,Marketing,1,1137,Male,2,Sales Executive,4,Divorced,4968,1,No,11,3,4,5,3,5,2,0,2,Adult,3-5 Years,Low
49,No,Travel_Rarely,Sales,8,Technical Degree,1,1138,Male,4,Sales Executive,2,Married,13120,6,No,17,3,2,22,3,9,8,2,3,Elder,6-10 Years,High
34,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1140,Male,2,Manufacturing Director,3,Single,4033,2,No,11,3,4,5,2,3,2,0,2,Adult,3-5 Years,Low
29,No,Travel_Frequently,Research & Development,10,Life Sciences,1,1143,Female,1,Research Scientist,2,Divorced,3291,0,No,14,3,4,8,2,7,5,1,1,Adult,6-10 Years,Low
42,No,Travel_Rarely,Research & Development,29,Medical,1,1148,Male,2,Laboratory Technician,4,Single,4272,4,No,19,3,1,16,3,1,0,0,0,Adult,0-2 Years,Low
29,No,Travel_Rarely,Research & Development,8,Medical,1,1150,Male,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,3,10,2,10,7,1,2,Adult,6-10 Years,Medium
38,No,Travel_Rarely,Human Resources,1,Human Resources,1,1152,Male,1,Human Resources,3,Married,2844,1,No,13,3,4,7,4,7,6,5,0,Adult,6-10 Years,Low
28,No,Travel_Frequently,Research & Development,6,Life Sciences,1,1154,Male,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,4,3,3,3,1,0,2,Adult,3-5 Years,Low
18,Yes,Non-Travel,Research & Development,8,Medical,1,1156,Male,1,Laboratory Technician,3,Single,1904,1,No,12,3,4,0,3,0,0,0,0,Young Adult,0-2 Years,Low
33,Yes,Travel_Rarely,Sales,9,Marketing,1,1157,Female,2,Sales Executive,1,Single,8224,0,Yes,17,3,1,6,3,5,2,0,3,Adult,3-5 Years,Medium
41,No,Travel_Rarely,Research & Development,12,Life Sciences,1,1158,Male,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,6,3,1,0,0,0,Adult,0-2 Years,Low
31,Yes,Travel_Frequently,Research & Development,15,Medical,1,1160,Male,1,Laboratory Technician,3,Married,2610,1,No,12,3,3,2,2,2,2,2,2,Adult,0-2 Years,Low
37,No,Travel_Rarely,Research & Development,25,Medical,1,1161,Female,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,9,3,6,2,1,3,Adult,6-10 Years,Medium
27,No,Travel_Rarely,Research & Development,6,Life Sciences,1,1162,Male,1,Research Scientist,3,Married,2539,1,No,13,3,3,4,3,4,2,2,2,Adult,3-5 Years,Low
34,No,Travel_Rarely,Sales,9,Life Sciences,1,1163,Female,2,Sales Executive,3,Married,5714,1,No,20,4,1,6,2,6,5,1,3,Adult,6-10 Years,Medium
35,No,Travel_Rarely,Human Resources,8,Technical Degree,1,1164,Male,1,Human Resources,3,Single,4323,1,No,17,3,2,6,1,5,4,1,4,Adult,3-5 Years,Low
29,Yes,Travel_Rarely,Sales,23,Life Sciences,1,1165,Female,3,Sales Executive,1,Married,7336,1,No,13,3,1,11,1,11,8,3,10,Adult,10+ Years,Medium
40,No,Travel_Frequently,Research & Development,9,Medical,1,1166,Female,3,Research Director,3,Single,13499,9,No,17,3,3,20,2,18,7,2,13,Adult,10+ Years,High
42,Yes,Travel_Frequently,Sales,12,Life Sciences,1,1167,Male,4,Sales Executive,1,Single,13758,0,Yes,12,3,2,22,2,21,9,13,14,Adult,10+ Years,High
42,No,Travel_Rarely,Sales,4,Marketing,1,1171,Male,2,Sales Executive,1,Single,5155,7,No,13,3,4,9,4,6,4,1,5,Adult,6-10 Years,Medium
35,No,Travel_Rarely,Research & Development,1,Medical,1,1172,Male,1,Laboratory Technician,3,Married,2258,6,No,12,3,2,10,3,8,0,1,7,Adult,6-10 Years,Low
24,No,Travel_Rarely,Research & Development,24,Medical,1,1173,Male,1,Laboratory Technician,2,Single,3597,8,No,22,4,4,6,3,4,3,1,2,Young Adult,3-5 Years,Low
28,Yes,Travel_Rarely,Research & Development,12,Life Sciences,1,1175,Female,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,4,1,2,1,1,0,0,Adult,0-2 Years,Low
26,No,Travel_Rarely,Research & Development,3,Medical,1,1177,Male,1,Laboratory Technician,4,Married,4420,1,No,22,4,2,8,3,8,7,0,7,Adult,6-10 Years,Low
30,No,Travel_Rarely,Sales,10,Marketing,1,1179,Male,2,Sales Executive,3,Married,6578,1,No,18,3,1,10,3,10,3,1,4,Adult,6-10 Years,Medium
40,No,Travel_Frequently,Research & Development,26,Medical,1,1180,Female,2,Research Scientist,4,Married,4422,3,Yes,13,3,4,16,1,1,1,0,0,Adult,0-2 Years,Low
35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1182,Male,3,Manufacturing Director,2,Divorced,10274,2,No,18,3,2,15,4,7,7,6,4,Adult,6-10 Years,High
34,No,Travel_Frequently,Research & Development,1,Medical,1,1184,Male,2,Healthcare Representative,1,Single,5343,0,No,20,4,3,14,3,13,9,4,9,Adult,10+ Years,Medium
35,No,Travel_Frequently,Research & Development,4,Other,1,1185,Male,1,Laboratory Technician,4,Married,2376,1,No,13,3,2,2,4,2,2,2,2,Adult,0-2 Years,Low
43,Yes,Travel_Rarely,Sales,9,Marketing,1,1188,Female,2,Sales Executive,3,Single,5346,8,No,13,3,2,7,2,4,3,1,3,Adult,3-5 Years,Medium
32,No,Non-Travel,Sales,2,Life Sciences,1,1190,Female,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,1,3,1,0,0,0,Adult,0-2 Years,Low
56,No,Travel_Rarely,Research & Development,4,Technical Degree,1,1191,Female,5,Manager,1,Divorced,19943,4,No,13,3,4,28,3,5,2,4,2,Elder,3-5 Years,High
29,No,Travel_Rarely,Research & Development,6,Medical,1,1192,Female,1,Laboratory Technician,4,Married,3131,1,No,13,3,1,10,3,10,8,0,8,Adult,6-10 Years,Low
19,No,Travel_Rarely,Research & Development,9,Life Sciences,1,1193,Male,1,Research Scientist,1,Single,2552,1,No,25,4,3,1,3,1,1,0,0,Young Adult,0-2 Years,Low
45,No,Travel_Rarely,Research & Development,7,Medical,1,1195,Female,1,Research Scientist,3,Married,4477,4,Yes,19,3,3,7,2,3,2,0,2,Elder,3-5 Years,Low
37,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1196,Female,2,Manufacturing Director,4,Married,6474,1,No,13,3,2,14,2,14,8,3,11,Adult,10+ Years,Medium
20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1198,Male,1,Laboratory Technician,3,Single,3033,1,No,12,3,1,2,2,2,2,1,2,Young Adult,0-2 Years,Low
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,1,1200,Male,1,Research Scientist,3,Single,2936,1,Yes,11,3,3,6,3,6,4,0,2,Adult,6-10 Years,Low
53,No,Travel_Rarely,Research & Development,7,Medical,1,1201,Female,5,Manager,3,Divorced,18606,3,No,18,3,2,26,3,7,7,4,7,Elder,6-10 Years,High
29,No,Travel_Rarely,Research & Development,15,Life Sciences,1,1202,Female,1,Research Scientist,4,Married,2168,0,Yes,18,3,1,6,2,5,4,1,3,Adult,3-5 Years,Low
22,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,1203,Male,1,Research Scientist,4,Married,2853,0,Yes,11,3,2,1,3,0,0,0,0,Young Adult,0-2 Years,Low
46,No,Travel_Rarely,Sales,2,Marketing,1,1204,Female,4,Manager,1,Married,17048,8,No,23,4,1,28,3,26,15,15,9,Elder,10+ Years,High
44,No,Non-Travel,Research & Development,17,Life Sciences,1,1206,Male,1,Research Scientist,3,Single,2290,2,No,13,3,4,6,3,0,0,0,0,Adult,0-2 Years,Low
33,No,Travel_Rarely,Human Resources,2,Human Resources,1,1207,Male,1,Human Resources,3,Married,3600,1,No,13,3,4,5,3,5,4,1,4,Adult,3-5 Years,Low
41,Yes,Non-Travel,Research & Development,5,Life Sciences,1,1210,Male,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,5,1,1,0,0,0,Adult,0-2 Years,Low
30,No,Travel_Rarely,Sales,29,Life Sciences,1,1211,Male,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,8,3,4,3,0,3,Adult,3-5 Years,Low
40,No,Travel_Frequently,Sales,2,Medical,1,1212,Male,2,Sales Executive,2,Married,4327,5,No,12,3,4,5,3,0,0,0,0,Adult,0-2 Years,Low
50,No,Travel_Frequently,Research & Development,2,Medical,1,1215,Female,4,Manager,1,Married,17856,2,No,22,4,3,32,3,2,2,2,2,Elder,0-2 Years,High
28,No,Travel_Rarely,Research & Development,19,Medical,1,1216,Male,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,6,3,6,5,3,3,Adult,6-10 Years,Low
46,No,Travel_Rarely,Research & Development,15,Life Sciences,1,1217,Male,5,Research Director,2,Married,19081,5,No,11,3,1,25,3,4,2,0,3,Elder,3-5 Years,High
35,No,Travel_Rarely,Sales,17,Life Sciences,1,1218,Male,2,Sales Executive,1,Married,8966,3,Yes,15,3,4,15,3,7,7,1,7,Adult,6-10 Years,Medium
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,1,1219,Female,1,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,1,1,0,0,0,Young Adult,0-2 Years,Low
33,No,Travel_Frequently,Sales,25,Medical,1,1220,Female,2,Sales Executive,3,Married,4539,1,No,12,3,1,10,2,10,7,0,1,Adult,6-10 Years,Low
36,No,Travel_Rarely,Research & Development,6,Life Sciences,1,1221,Male,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,3,7,3,7,7,1,7,Adult,6-10 Years,Low
30,No,Travel_Rarely,Research & Development,7,Life Sciences,1,1224,Male,2,Laboratory Technician,3,Divorced,3491,1,No,13,3,1,10,2,10,7,8,9,Adult,6-10 Years,Low
44,No,Travel_Rarely,Research & Development,29,Other,1,1225,Male,2,Research Scientist,4,Single,4541,1,No,25,4,2,20,3,20,11,13,17,Adult,10+ Years,Low
20,No,Travel_Rarely,Sales,21,Marketing,1,1226,Male,1,Sales Representative,4,Single,2678,1,No,17,3,4,2,3,2,1,2,2,Young Adult,0-2 Years,Low
46,No,Travel_Rarely,Research & Development,2,Technical Degree,1,1228,Male,2,Manufacturing Director,4,Divorced,7379,2,No,11,3,3,12,2,6,3,1,4,Elder,6-10 Years,Medium
42,No,Non-Travel,Human Resources,2,Medical,1,1231,Male,2,Human Resources,1,Married,6272,7,No,16,3,1,10,4,4,3,0,3,Adult,3-5 Years,Medium
60,No,Travel_Rarely,Sales,7,Marketing,1,1233,Male,2,Sales Executive,4,Divorced,5220,0,Yes,18,3,2,12,3,11,7,1,9,Elder,10+ Years,Medium
32,No,Travel_Frequently,Research & Development,13,Other,1,1234,Female,1,Laboratory Technician,2,Married,2743,1,No,20,4,3,2,3,2,2,2,2,Adult,0-2 Years,Low
32,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1235,Female,2,Research Scientist,3,Single,4998,4,Yes,14,3,4,10,3,8,7,0,7,Adult,6-10 Years,Low
36,No,Travel_Rarely,Research & Development,1,Technical Degree,1,1237,Female,3,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,3,17,3,7,7,7,7,Adult,6-10 Years,High
33,No,Travel_Rarely,Research & Development,9,Medical,1,1238,Male,1,Research Scientist,4,Married,2781,0,No,13,3,2,15,3,14,10,4,10,Adult,10+ Years,Low
40,No,Travel_Rarely,Sales,10,Technical Degree,1,1239,Female,2,Sales Executive,2,Divorced,6852,7,No,12,3,2,7,4,5,1,1,3,Adult,3-5 Years,Medium
25,No,Travel_Rarely,Sales,10,Life Sciences,1,1240,Male,2,Sales Executive,4,Single,4950,0,No,14,3,2,5,3,4,3,1,1,Adult,3-5 Years,Low
30,No,Travel_Rarely,Research & Development,1,Medical,1,1241,Male,1,Research Scientist,2,Married,3579,0,Yes,21,4,1,12,3,11,9,5,7,Adult,10+ Years,Low
42,No,Travel_Frequently,Research & Development,26,Medical,1,1242,Female,3,Research Director,1,Married,13191,3,Yes,17,3,3,20,3,1,0,0,0,Adult,0-2 Years,High
35,No,Non-Travel,Sales,8,Marketing,1,1243,Female,3,Sales Executive,4,Married,10377,4,Yes,11,3,2,16,2,13,2,4,12,Adult,10+ Years,High
27,No,Travel_Rarely,Research & Development,14,Life Sciences,1,1244,Male,1,Research Scientist,1,Married,2235,1,Yes,14,3,4,9,2,9,7,6,8,Adult,6-10 Years,Low
54,No,Travel_Frequently,Research & Development,1,Life Sciences,1,1245,Female,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,33,1,5,4,1,4,Elder,3-5 Years,High
44,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1246,Female,1,Research Scientist,4,Married,2011,1,No,13,3,4,10,3,10,5,7,7,Adult,6-10 Years,Low
19,Yes,Non-Travel,Research & Development,10,Medical,1,1248,Female,1,Research Scientist,2,Single,1859,1,Yes,25,4,2,1,4,1,1,0,0,Young Adult,0-2 Years,Low
29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1249,Female,1,Research Scientist,4,Divorced,3760,1,No,15,3,1,3,3,3,2,1,2,Adult,3-5 Years,Low
54,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1250,Male,4,Research Director,4,Married,17779,3,No,14,3,1,36,3,10,9,0,9,Elder,6-10 Years,High
31,No,Travel_Rarely,Research & Development,11,Medical,1,1251,Male,2,Healthcare Representative,1,Married,6833,1,Yes,12,3,4,6,2,6,5,0,1,Adult,6-10 Years,Medium
31,No,Travel_Rarely,Research & Development,24,Medical,1,1252,Female,2,Healthcare Representative,1,Single,6812,1,No,19,3,2,10,3,10,9,1,8,Adult,6-10 Years,Medium
59,No,Travel_Rarely,Sales,3,Life Sciences,1,1254,Female,2,Sales Executive,4,Single,5171,5,No,17,3,4,13,3,6,1,0,5,Elder,6-10 Years,Medium
43,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1255,Male,5,Research Director,4,Married,19740,3,No,14,3,2,25,3,8,7,0,7,Adult,6-10 Years,High
49,No,Travel_Rarely,Research & Development,4,Medical,1,1256,Male,5,Manager,3,Married,18711,2,No,13,3,3,23,4,1,0,0,0,Elder,0-2 Years,High
36,No,Travel_Frequently,Research & Development,3,Technical Degree,1,1257,Male,1,Research Scientist,2,Married,3692,1,No,12,3,3,12,2,11,10,0,7,Adult,10+ Years,Low
48,No,Travel_Rarely,Research & Development,2,Technical Degree,1,1258,Male,1,Laboratory Technician,2,Single,2559,5,No,11,3,3,7,2,1,0,0,0,Elder,0-2 Years,Low
27,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1259,Male,1,Research Scientist,3,Divorced,2517,1,No,11,3,2,5,3,5,3,0,3,Adult,3-5 Years,Low
29,No,Travel_Rarely,Research & Development,7,Life Sciences,1,1260,Male,2,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,2,6,3,6,0,1,0,Adult,6-10 Years,Medium
48,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1263,Male,5,Research Director,4,Single,18265,6,No,12,3,3,25,4,1,0,0,0,Elder,0-2 Years,High
29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1264,Female,4,Research Director,4,Divorced,16124,3,No,14,3,2,9,2,7,7,1,7,Adult,6-10 Years,High
34,No,Travel_Rarely,Research & Development,20,Technical Degree,1,1265,Female,1,Research Scientist,3,Married,2585,0,No,17,3,4,2,2,1,0,0,0,Adult,0-2 Years,Low
44,No,Travel_Rarely,Sales,5,Marketing,1,1267,Male,5,Manager,2,Married,18213,7,No,11,3,3,26,3,22,9,3,10,Adult,10+ Years,High
33,No,Travel_Rarely,Sales,10,Marketing,1,1268,Male,3,Sales Executive,3,Divorced,8380,0,Yes,14,3,4,10,3,9,8,0,8,Adult,6-10 Years,Medium
19,No,Travel_Rarely,Research & Development,25,Life Sciences,1,1269,Female,1,Research Scientist,4,Single,2994,1,Yes,12,3,4,1,3,1,0,0,1,Young Adult,0-2 Years,Low
23,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1270,Male,1,Research Scientist,3,Married,1223,1,No,22,4,4,1,3,1,0,0,1,Young Adult,0-2 Years,Low
25,Yes,Travel_Frequently,Sales,24,Life Sciences,1,1273,Male,1,Sales Representative,4,Single,1118,1,Yes,14,3,4,1,3,1,0,1,0,Adult,0-2 Years,Low
26,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1275,Male,1,Research Scientist,4,Single,2875,1,Yes,20,4,2,8,2,8,5,2,2,Adult,6-10 Years,Low
45,Yes,Travel_Rarely,Sales,2,Marketing,1,1277,Female,5,Manager,2,Single,18824,2,Yes,16,3,1,26,3,24,10,1,11,Elder,10+ Years,High
55,No,Non-Travel,Research & Development,8,Medical,1,1278,Male,4,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,4,34,3,33,9,15,0,Elder,10+ Years,High
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,1,1279,Female,1,Laboratory Technician,3,Single,2625,1,No,20,4,3,2,1,2,2,2,2,Young Adult,0-2 Years,Low
46,No,Travel_Rarely,Sales,4,Marketing,1,1280,Female,5,Manager,2,Married,18789,2,No,14,3,3,26,3,11,4,0,8,Elder,10+ Years,High
34,No,Travel_Rarely,Sales,2,Marketing,1,1281,Female,2,Sales Executive,1,Single,4538,0,Yes,12,3,4,4,3,3,2,0,2,Adult,3-5 Years,Low
51,No,Travel_Frequently,Sales,9,Life Sciences,1,1282,Male,5,Manager,2,Divorced,19847,4,Yes,24,4,1,31,2,29,10,11,10,Elder,10+ Years,High
59,No,Travel_Rarely,Research & Development,18,Medical,1,1283,Male,3,Manufacturing Director,4,Single,10512,6,No,12,3,4,25,2,9,7,5,4,Elder,6-10 Years,High
34,No,Travel_Frequently,Research & Development,19,Medical,1,1285,Female,2,Laboratory Technician,2,Divorced,4444,4,No,13,3,3,15,4,11,8,5,10,Adult,10+ Years,Low
28,No,Travel_Frequently,Research & Development,1,Medical,1,1286,Male,1,Laboratory Technician,3,Single,2154,0,Yes,11,3,3,5,2,4,2,0,2,Adult,3-5 Years,Low
44,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1288,Male,5,Manager,1,Divorced,19190,1,No,14,3,4,26,2,25,9,14,13,Adult,10+ Years,High
34,No,Travel_Frequently,Human Resources,11,Life Sciences,1,1289,Male,2,Human Resources,2,Married,4490,4,No,11,3,4,14,4,10,9,1,8,Adult,6-10 Years,Low
35,No,Travel_Rarely,Research & Development,6,Life Sciences,1,1291,Male,1,Research Scientist,3,Married,3506,0,Yes,14,3,4,4,3,3,2,2,2,Adult,3-5 Years,Low
42,No,Travel_Rarely,Research & Development,7,Medical,1,1292,Female,2,Research Scientist,2,Married,2372,6,Yes,16,3,4,18,3,1,0,0,0,Adult,0-2 Years,Low
43,No,Travel_Rarely,Sales,4,Marketing,1,1293,Female,3,Sales Executive,4,Single,10231,3,No,14,3,4,23,4,21,7,15,17,Adult,10+ Years,High
36,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1294,Female,2,Manufacturing Director,2,Single,5410,9,Yes,11,3,4,18,3,16,14,5,12,Adult,10+ Years,Medium
44,Yes,Travel_Rarely,Research & Development,15,Medical,1,1295,Female,3,Healthcare Representative,4,Married,7978,1,No,11,3,4,10,3,10,7,0,5,Adult,6-10 Years,Medium
